,2019T4,2019T3,2019T2,2019T1,2018T4,2018T3,2018T2,2018T1,2017T4,2017T3,2017T2,2017T1,2016T4,2016T3,2016T2,2016T1,2015T4,2015T3,2015T2,2015T1,2014T4,2014T3,2014T2,2014T1,2013T4,2013T3,2013T2,2013T1,2012T4,2012T3,2012T2,2012T1,2011T4,2011T3,2011T2,2011T1,2010T4,2010T3,2010T2,2010T1,2009T4,2009T3,2009T2,2009T1,2008T4,2008T3,2008T2,2008T1,2007T4,2007T3,2007T2,2007T1,2006T4,2006T3,2006T2,2006T1,2005T4,2005T3,2005T2,2005T1,2004T4,2004T3,2004T2,2004T1,2003T4,2003T3,2003T2,2003T1,2002T4,2002T3,2002T2,2002T1,2019T4,2019T3,2019T2,2019T1,2018T4,2018T3,2018T2,2018T1,2017T4,2017T3,2017T2,2017T1,2016T4,2016T3,2016T2,2016T1,2015T4,2015T3,2015T2,2015T1,2014T4,2014T3,2014T2,2014T1,2013T4,2013T3,2013T2,2013T1,2012T4,2012T3,2012T2,2012T1,2011T4,2011T3,2011T2,2011T1,2010T4,2010T3,2010T2,2010T1,2009T4,2009T3,2009T2,2009T1,2008T4,2008T3,2008T2,2008T1,2007T4,2007T3,2007T2,2007T1,2006T4,2006T3,2006T2,2006T1,2005T4,2005T3,2005T2,2005T1,2004T4,2004T3,2004T2,2004T1,2003T4,2003T3,2003T2,2003T1,2002T4,2002T3,2002T2,2002T1,2019T4,2019T3,2019T2,2019T1,2018T4,2018T3,2018T2,2018T1,2017T4,2017T3,2017T2,2017T1,2016T4,2016T3,2016T2,2016T1,2015T4,2015T3,2015T2,2015T1,2014T4,2014T3,2014T2,2014T1,2013T4,2013T3,2013T2,2013T1,2012T4,2012T3,2012T2,2012T1,2011T4,2011T3,2011T2,2011T1,2010T4,2010T3,2010T2,2010T1,2009T4,2009T3,2009T2,2009T1,2008T4,2008T3,2008T2,2008T1,2007T4,2007T3,2007T2,2007T1,2006T4,2006T3,2006T2,2006T1,2005T4,2005T3,2005T2,2005T1,2004T4,2004T3,2004T2,2004T1,2003T4,2003T3,2003T2,2003T1,2002T4,2002T3,2002T2,2002T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Total Nacional,64,24,64,46,64,42,63,99,64,45,64,86,64,62,64,29,64,57,65,4,64,7,64,62,64,8,65,26,65,21,65,25,65,37,65,9,65,84,65,66,65,95,66,2,65,86,65,48,66,5,66,61,66,32,66,57,66,72,67,37,67,32,66,99,67,42,67,77,67,55,67,5,67,76,68,35,68,46,68,2,68,16,68,43,68,88,69,11,69,21,69,83,69,71,69,42,69,34,69,74,69,48,69,4,69,8,69,57,69,2,69,3,69,8,69,23,69,68,67,68,37,68,54,68,5,67,83,68,7,68,23,67,72,67,41,67,26,67,47,66,9,66,69,12,23,12,17,12,49,12,9,12,87,13,12,13,72,15,18,14,97,14,8,15,64,17,22,17,22,17,39,18,41,19,45,19,49,19,9,20,96,22,74,22,8,22,53,23,7,25,37,25,4,25,19,25,5,26,66,25,4,24,54,24,43,23,96,22,26,20,9,20,42,20,6,19,8,19,12,19,56,19,8,18,56,17,62,17,56,16,85,12,96,10,29,9,6,7,9,6,89,6,25,6,15,6,34,6,12,6,5,6,38,6,86,6,73,6,56,7,41,7,84,7,83,8,2,8,33,8,68,8,58,8,39,8,27,8,76,8,65,8,33,7,86,8,36,56,38,56,61,56,38,55,73,56,15,56,35,55,75,54,53,54,91,55,41,54,58,53,49,53,64,53,91,53,2,52,55,52,63,52,79,52,4,50,73,50,91,51,15,50,25,48,86,49,51,49,82,49,41,48,82,49,78,50,84,50,87,50,94,52,41,53,61,53,76,53,59,54,35,55,29,55,7,54,55,55,51,56,37,56,78,57,47,60,24,62,64,63,4,63,94,64,56,65,38,65,2,64,66,64,85,65,36,64,79,64,29,64,43,64,69,63,89,63,28,63,2,62,92,62,38,61,94,62,23,62,51,62,12,61,5,61,45,61,85,61,65,61,11,,
    02 Albacete,61,3,63,4,65,66,65,92,67,4,68,53,67,41,65,57,65,61,64,22,65,87,62,24,60,83,58,6,61,55,59,89,63,17,63,97,63,97,64,15,63,72,63,41,63,28,63,23,64,8,66,55,65,34,64,49,63,43,64,62,65,4,63,51,64,37,66,45,66,87,65,64,68,67,1,68,27,67,28,66,8,68,21,67,52,68,94,67,44,68,56,67,3,67,6,69,66,69,6,68,3,69,91,68,66,69,5,70,29,67,65,69,1,69,11,67,24,67,33,66,35,66,6,66,19,67,2,64,16,65,77,65,59,63,52,65,71,64,63,65,13,63,39,13,48,11,33,13,57,14,24,14,9,15,98,16,59,18,17,20,4,16,92,22,29,19,19,20,24,21,73,21,66,21,96,18,5,21,18,20,98,26,36,23,9,30,1,27,45,27,1,25,8,27,33,28,44,31,23,28,25,29,4,28,1,25,89,24,11,24,45,21,66,20,74,21,11,21,11,24,59,22,32,21,13,17,88,20,44,16,87,15,54,11,49,9,3,7,2,7,82,5,92,6,55,7,83,6,13,8,8,7,14,5,99,7,39,6,89,3,97,7,5,5,55,4,73,4,96,6,34,4,57,5,29,6,96,6,33,5,26,4,64,4,3,49,52,81,55,9,56,75,56,53,57,9,57,58,56,23,53,65,52,46,53,35,51,19,50,3,48,52,45,44,48,21,46,74,51,49,50,42,50,55,47,24,48,49,44,38,45,91,46,15,48,1,48,36,46,76,44,35,45,52,45,86,46,82,47,7,48,85,50,2,52,39,52,3,53,64,52,94,51,48,52,27,52,69,56,1,53,72,57,31,56,96,60,68,61,4,62,23,64,21,65,48,63,83,64,44,64,44,62,97,65,27,63,6,63,91,64,34,64,57,62,28,62,67,62,93,62,9,62,94,61,23,62,3,61,2,59,49,62,26,61,64,62,53,61,17,,,
    03 Alicante/Alacant,65,2,64,59,64,67,63,3,63,13,64,5,63,58,63,8,63,17,64,44,65,16,64,44,63,6,65,63,66,26,63,91,63,7,64,28,63,98,63,86,63,99,63,17,63,92,63,44,65,34,65,38,65,77,64,34,66,13,66,39,67,1,66,23,66,72,65,2,64,38,63,13,65,5,66,68,66,56,65,69,68,22,68,61,68,76,66,72,67,17,68,54,68,73,67,37,67,57,67,69,68,6,67,33,67,51,68,7,67,89,68,89,67,37,69,32,68,72,70,44,69,1,69,9,68,8,68,37,69,41,69,21,67,27,67,57,67,83,68,3,67,2,66,5,13,34,10,31,12,32,13,41,15,34,14,6,15,39,17,49,16,5,15,38,15,81,19,58,17,72,17,14,20,57,21,66,22,25,22,22,22,79,26,76,23,92,23,2,25,2,26,73,26,33,24,65,24,4,26,58,26,53,25,93,27,9,29,14,25,76,22,21,23,28,24,52,24,57,24,22,24,41,23,88,24,28,22,87,20,25,19,65,13,87,12,99,12,36,10,28,10,18,7,44,8,26,8,23,7,38,6,3,5,93,8,64,7,7,6,34,7,78,8,38,7,89,8,7,8,87,8,64,10,8,11,1,9,8,9,34,8,21,8,71,8,93,6,5,56,5,57,93,56,7,54,58,53,45,55,8,53,79,52,64,52,75,54,53,54,86,51,82,52,33,54,39,52,63,50,7,49,52,50,49,4,46,77,48,68,48,63,47,93,46,49,48,14,49,26,49,96,47,24,48,58,49,18,48,86,46,93,49,53,50,72,49,39,47,65,49,7,50,53,50,31,50,51,66,52,92,54,84,53,61,57,85,59,63,60,23,60,45,60,69,62,66,62,44,61,78,62,53,64,56,63,87,62,93,62,18,64,93,63,38,64,54,63,56,63,8,62,7,62,46,62,42,61,53,61,17,61,26,62,26,62,11,61,3,62,18,,,
    04 Almería,67,22,64,45,66,35,65,7,66,79,67,26,67,1,68,96,71,63,69,51,68,69,69,19,68,42,67,26,66,23,66,32,65,93,66,38,67,22,68,81,70,84,71,2,72,12,74,73,1,72,6,73,49,70,8,71,81,71,74,70,65,69,31,70,21,72,33,71,38,72,21,70,92,69,74,70,37,72,15,70,73,27,71,47,71,74,74,4,72,26,69,81,72,54,72,39,72,53,71,44,71,84,74,62,75,85,74,8,75,7,74,84,79,73,76,72,98,75,58,75,8,72,6,72,19,74,27,74,31,70,8,70,8,70,87,69,62,69,75,68,41,15,8,15,38,15,56,14,33,18,38,22,1,20,33,22,66,22,26,21,4,22,13,21,43,24,59,19,54,22,99,23,9,21,59,26,95,27,36,28,5,33,42,34,56,31,81,32,81,33,8,36,4,34,24,36,17,34,37,97,34,28,34,96,33,8,33,9,32,14,30,61,25,84,24,28,30,95,32,76,26,1,31,58,25,2,22,64,23,5,17,87,14,77,12,67,7,58,8,45,8,55,11,11,6,9,8,77,6,34,7,83,8,23,6,5,9,25,6,26,5,9,8,25,5,51,4,68,8,5,11,81,5,98,7,79,6,81,11,6,4,51,8,77,57,8,54,54,56,2,55,75,54,52,52,39,53,39,53,34,55,69,54,63,53,49,54,36,51,6,54,12,51,50,47,51,69,48,49,48,83,49,51,47,16,46,59,49,18,49,72,48,39,46,44,48,33,45,19,47,4,44,49,46,43,45,7,46,99,48,39,48,44,50,1,52,6,52,81,48,59,48,51,51,73,50,13,53,59,55,5,56,92,59,35,59,5,63,35,66,9,66,4,65,33,63,86,70,8,69,2,70,6,69,19,68,68,73,86,66,94,68,41,71,12,68,89,68,9,68,81,67,96,65,53,65,89,65,29,66,4,61,92,66,61,62,4,,,,,,
    01 Araba/Álava,60,41,61,21,61,81,63,21,64,16,64,27,62,77,63,4,63,56,62,1,60,26,61,62,63,18,63,15,62,3,62,64,64,43,63,39,64,8,65,6,65,39,64,62,66,69,65,8,67,97,68,41,68,53,68,46,67,52,68,4,68,1,69,85,71,35,71,5,70,44,70,26,69,29,68,7,70,1,68,27,67,56,67,81,67,86,70,11,71,29,70,74,70,46,69,4,69,88,68,3,70,3,69,62,69,29,72,25,70,93,70,58,69,47,68,47,69,42,69,67,70,5,70,51,70,15,70,86,70,69,71,31,71,34,70,1,71,63,70,48,70,63,70,58,6,26,9,36,8,38,6,56,6,92,7,61,9,44,8,27,7,94,8,43,10,21,10,34,10,73,11,53,12,4,10,92,10,43,12,93,15,45,18,9,15,2,13,64,16,56,18,22,19,69,17,22,17,41,16,9,20,15,14,33,16,21,16,37,10,83,9,68,8,8,12,87,11,1,9,25,11,6,12,98,15,19,13,93,9,46,8,61,7,76,5,2,3,17,2,2,92,3,48,2,95,3,37,4,68,4,75,4,94,8,3,5,3,7,26,4,18,5,53,6,61,6,97,5,65,5,52,6,76,6,64,5,38,7,13,8,7,8,25,6,65,3,72,56,63,55,48,56,64,59,6,59,72,59,38,56,85,57,83,58,52,56,87,54,11,55,25,56,4,55,87,54,57,55,8,57,71,55,19,54,18,52,76,55,56,55,81,55,64,53,81,54,58,56,63,56,6,56,89,53,92,58,6,57,7,58,41,63,62,64,58,64,24,61,22,61,6,62,34,62,35,59,41,57,3,58,36,61,43,64,8,65,76,67,19,68,23,68,2,67,84,65,92,68,23,67,27,66,5,68,81,67,43,64,92,65,97,63,5,66,52,65,81,65,42,65,6,66,18,66,95,65,91,66,58,67,51,65,1,65,85,64,66,65,94,67,95,,
    33 Asturias,54,98,55,22,54,22,55,17,54,16,55,96,55,4,55,54,9,55,75,55,94,55,76,55,65,57,59,56,88,55,61,55,8,56,12,55,17,55,11,56,94,56,9,56,49,57,28,58,22,58,45,57,51,59,25,58,67,59,59,36,58,22,58,41,58,19,58,48,57,7,57,95,59,38,58,95,58,96,58,82,59,5,59,16,59,86,59,92,61,92,61,36,60,5,59,48,60,11,59,13,58,94,58,93,60,18,60,84,59,72,59,81,58,9,59,6,59,8,56,84,57,87,57,67,57,66,58,45,58,61,56,82,56,46,56,84,57,4,56,35,55,79,12,71,14,17,12,35,13,97,11,55,13,3,10,82,14,5,13,99,13,94,12,3,13,81,14,96,18,89,21,32,20,7,21,3,17,5,21,43,18,41,20,34,18,52,20,15,21,56,21,36,23,54,25,42,25,36,23,63,22,1,21,4,20,44,19,95,17,83,17,81,17,66,15,53,13,33,15,59,16,18,13,4,12,84,13,9,11,28,8,34,6,3,6,59,6,13,6,39,5,85,6,89,6,8,7,6,6,61,5,98,7,59,6,67,6,75,8,82,9,6,7,4,7,41,7,2,7,65,7,11,8,54,7,31,8,95,7,25,7,49,7,43,6,6,47,99,47,4,47,52,47,46,47,9,48,67,49,8,47,27,47,22,47,97,49,6,48,6,47,32,46,71,44,75,44,45,44,6,46,3,43,34,44,97,45,36,46,36,45,11,44,94,45,79,44,69,42,89,44,22,44,81,45,96,46,66,46,32,46,75,47,82,48,7,47,51,48,95,51,47,49,76,49,42,50,94,51,47,51,42,53,11,54,92,58,18,57,32,56,37,55,69,56,59,55,5,54,93,54,77,56,2,57,2,55,19,55,82,54,92,54,34,53,4,52,84,53,59,53,51,53,25,54,29,53,6,52,67,51,4,52,71,52,76,52,17,52,11,,,
    05 Ávila,61,84,60,79,57,99,57,15,58,38,59,53,58,64,60,67,60,24,60,82,62,37,62,64,60,27,62,97,62,13,60,57,57,76,60,3,60,63,59,49,60,81,61,47,61,54,62,77,64,51,64,89,62,67,61,8,63,85,65,59,65,39,63,6,61,85,64,15,62,34,60,57,60,83,61,89,61,39,62,2,61,17,63,21,62,54,62,83,61,65,62,73,62,58,62,76,62,67,65,22,62,69,61,8,61,7,61,79,60,91,59,38,60,51,61,73,59,55,60,24,60,62,61,33,59,9,57,74,58,9,60,8,58,27,58,92,60,14,59,98,60,61,59,37,15,31,13,14,11,67,18,14,85,15,15,16,72,18,61,18,35,11,59,17,2,17,74,14,24,18,2,20,75,26,21,19,28,21,5,22,63,24,57,23,7,21,14,23,33,24,59,23,39,21,2,23,77,24,37,20,56,22,5,25,26,24,62,20,12,19,76,24,28,26,84,20,18,18,67,22,8,25,2,19,4,17,96,12,89,15,14,13,44,10,11,6,7,6,68,3,1,5,62,3,91,3,92,3,77,2,41,2,95,4,75,6,46,5,65,5,35,4,11,6,7,5,86,7,32,5,97,4,74,5,7,7,91,4,76,5,83,5,12,5,89,6,51,52,37,52,81,51,22,46,86,49,71,50,51,48,84,49,37,49,18,53,78,51,64,51,53,51,68,51,62,49,24,44,7,46,63,47,61,46,91,44,88,46,4,48,48,47,18,47,33,49,42,51,25,47,78,46,74,50,72,50,83,48,88,47,54,49,41,51,47,47,2,44,31,48,56,50,34,47,39,46,51,49,52,51,85,54,48,53,31,53,37,56,39,58,78,58,57,60,78,61,55,60,24,58,68,59,37,60,3,59,11,56,56,56,6,58,25,56,36,57,77,56,56,57,74,55,51,54,29,56,1,56,66,53,66,56,12,56,63,56,91,57,3,55,51,,
    06 Badajoz,62,85,62,91,63,8,64,29,62,95,63,39,63,6,63,77,63,16,63,3,63,19,63,91,64,2,63,98,63,6,66,2,64,42,64,79,63,76,62,98,64,27,63,67,63,15,62,37,62,5,63,55,64,3,65,48,65,36,66,77,64,22,64,86,63,53,63,78,66,8,66,91,65,66,65,5,66,35,64,38,65,23,65,77,65,9,67,14,66,97,66,95,66,62,64,91,65,3,64,43,64,34,65,57,65,4,63,48,65,73,65,88,64,4,66,24,64,87,65,81,65,52,65,36,65,2,63,78,63,9,64,5,64,17,63,59,64,61,65,72,64,82,65,43,19,64,15,74,14,92,16,9,18,44,18,8,19,98,22,22,21,22,22,7,22,15,27,26,26,6,23,94,23,74,25,59,24,54,26,72,27,42,26,61,28,97,23,89,27,42,31,44,29,35,31,42,33,6,35,82,32,4,29,42,30,19,30,88,26,43,22,7,22,5,24,61,22,89,19,92,19,92,21,8,18,99,15,56,17,23,20,57,16,12,11,3,10,76,9,52,10,3,9,92,9,73,10,8,10,64,8,19,11,95,13,97,13,72,12,61,11,77,14,16,14,65,9,55,11,75,10,65,12,13,10,9,11,83,14,67,15,11,14,64,13,1,15,37,50,51,53,1,53,67,53,94,51,34,51,47,50,89,49,6,49,76,49,33,49,19,46,49,46,99,48,66,48,51,49,12,48,61,47,48,46,28,46,22,45,65,48,46,45,83,42,76,43,84,43,58,42,86,42,3,44,41,47,13,44,84,44,83,46,74,49,3,51,51,50,44,50,63,52,46,53,13,50,81,52,84,55,54,54,55,53,33,56,17,59,57,59,45,58,73,58,34,58,4,58,9,58,49,58,12,58,28,57,87,56,67,55,56,57,88,57,23,56,49,55,92,59,12,57,54,56,99,56,15,57,99,56,58,54,26,54,85,56,1,56,38,55,37,
    07 Balears Illes,67,88,71,26,70,6,68,23,68,91,72,13,70,68,67,73,67,63,72,78,71,66,68,58,67,56,72,48,71,99,69,84,69,2,74,4,71,69,68,35,69,26,73,74,72,59,67,61,70,67,73,56,73,86,71,84,71,64,75,21,72,9,70,79,71,16,74,7,71,95,69,3,71,47,74,76,74,43,70,94,72,93,75,22,73,54,71,81,71,76,75,39,74,58,71,96,73,46,75,27,74,81,72,17,72,37,76,58,75,4,71,83,71,43,73,95,73,82,71,15,71,68,74,67,73,91,71,37,72,1,73,91,74,27,71,6,71,62,74,5,72,14,71,42,9,43,8,9,2,14,74,11,38,7,52,11,2,18,45,13,77,9,33,10,97,15,79,12,95,10,37,11,98,18,58,17,28,15,43,15,3,21,65,19,92,17,55,20,55,27,97,24,34,17,48,20,51,28,2,24,29,19,1,19,65,26,89,25,79,19,62,20,37,23,77,22,9,18,36,20,1,22,4,20,8,17,89,19,52,18,8,12,44,9,65,7,58,9,11,8,28,3,82,4,1,8,1,5,63,3,98,5,28,6,13,5,43,2,88,4,25,8,38,6,47,6,13,7,92,9,69,9,22,6,19,7,68,9,7,8,3,5,7,5,3,7,4,61,48,65,56,64,1,58,17,61,7,66,7,62,77,55,24,58,31,65,99,63,8,57,75,58,81,64,96,63,36,56,87,57,24,62,92,60,72,53,55,55,46,60,8,57,67,48,7,53,46,60,71,58,71,51,71,54,24,60,85,58,58,51,76,52,8,59,54,57,29,52,62,55,1,61,3,59,53,55,3,57,76,61,76,59,19,58,31,62,83,68,12,68,93,65,4,67,38,72,39,71,81,66,32,68,3,73,53,71,8,67,43,67,56,71,82,70,68,65,19,67,4,70,9,68,5,64,45,65,45,69,33,68,56,64,62,65,67,70,73,68,51,66,39,
    08 Barcelona,66,78,66,48,66,6,66,45,66,81,66,81,66,69,66,54,67,38,67,59,66,49,67,22,67,39,67,21,67,22,67,4,67,44,67,4,67,9,67,27,68,9,67,31,67,26,67,98,68,3,69,3,68,38,69,68,69,52,70,39,69,52,69,6,70,26,71,22,70,76,71,7,71,3,72,13,71,32,71,25,71,70,84,71,2,71,94,72,26,72,17,73,73,32,73,5,73,28,72,6,72,2,72,65,73,46,72,36,72,71,72,82,72,8,72,34,71,34,71,71,71,75,72,4,72,22,72,91,72,87,72,33,72,7,71,23,71,55,70,11,70,58,9,85,10,5,10,77,10,7,10,34,10,58,10,71,10,87,11,37,11,59,12,6,13,54,13,75,13,66,14,11,15,93,15,95,16,52,18,3,19,79,19,91,18,77,19,83,22,84,21,77,23,61,24,6,25,25,24,96,23,54,22,85,21,83,20,59,20,82,18,63,19,71,19,32,18,2,18,16,18,97,18,1,16,68,17,3,16,88,11,96,9,5,7,34,6,66,5,55,5,97,5,82,5,34,5,76,4,8,4,86,5,78,5,47,6,1,6,31,6,37,7,78,8,38,9,1,9,17,8,12,8,93,9,21,9,31,9,52,8,4,7,49,8,52,60,2,59,5,58,95,59,34,59,91,59,74,59,55,59,31,59,72,59,76,58,47,58,12,58,13,58,3,57,73,56,67,56,69,56,27,55,66,53,95,54,53,54,67,53,93,52,46,53,42,52,73,51,93,52,9,52,16,53,82,53,63,54,41,55,8,56,39,57,58,57,57,57,3,59,58,37,57,73,58,15,59,2,58,74,59,8,63,62,65,64,67,64,68,44,69,42,68,9,68,38,68,18,68,46,69,93,68,85,68,51,68,83,68,42,67,77,66,79,66,13,65,73,65,55,65,59,66,99,66,36,65,67,65,36,64,45,65,8,64,85,64,57,,,,
    48 Bizkaia,59,29,59,8,61,24,60,3,60,22,60,41,60,2,59,62,60,35,62,16,61,26,61,26,62,86,62,34,61,49,61,92,62,19,62,87,62,1,63,63,63,67,62,89,62,43,62,1,62,39,62,74,63,7,64,72,64,23,63,64,64,63,8,63,53,63,76,63,7,64,6,64,56,64,63,66,49,64,31,63,2,64,32,65,25,64,27,64,47,65,68,66,23,65,14,64,86,65,6,65,69,65,86,67,5,67,58,67,33,67,99,68,14,67,32,67,39,66,27,67,96,67,14,66,9,66,45,66,25,66,35,65,66,64,36,64,9,64,53,63,47,64,35,10,28,10,23,10,78,10,61,11,42,11,83,13,93,13,42,12,89,13,39,12,25,12,8,13,89,12,92,14,43,15,24,14,73,15,78,18,3,18,4,19,16,16,13,17,21,19,75,18,26,16,55,18,65,19,48,18,28,18,86,16,16,22,14,65,15,39,14,22,13,4,12,87,11,43,11,3,11,5,12,32,12,87,11,9,11,13,8,97,8,4,5,28,5,89,4,86,6,48,6,59,6,7,5,73,7,41,7,7,6,69,5,84,7,11,7,2,7,71,9,3,10,92,10,1,12,12,10,73,9,8,7,93,7,51,8,9,7,82,7,19,8,13,53,2,53,69,54,64,53,66,53,35,53,27,51,82,51,62,52,57,53,84,53,76,53,85,54,12,54,29,52,62,52,49,53,2,52,95,50,66,51,93,51,47,52,75,51,68,49,77,51,52,36,51,31,52,11,52,49,51,64,53,77,52,84,54,23,53,95,54,1,55,48,56,26,57,24,58,97,57,2,55,42,56,4,57,49,57,12,58,69,60,4,62,73,61,31,61,7,61,35,61,36,61,85,63,21,62,57,62,15,63,44,64,16,62,53,62,54,61,16,61,83,59,81,60,2,58,39,59,15,60,32,60,45,59,53,58,91,59,49,58,91,59,12,,,,
    09 Burgos,62,47,63,38,61,47,62,35,63,19,64,61,64,58,63,87,63,98,63,86,63,85,63,86,64,83,67,31,68,4,67,17,66,52,66,7,65,46,65,52,65,54,66,23,66,53,64,29,65,3,65,74,64,52,66,52,67,31,68,97,67,71,65,57,65,44,67,19,66,1,63,95,67,5,66,68,67,1,66,45,67,39,67,97,67,51,68,68,69,96,70,1,70,39,71,44,71,29,71,12,67,58,67,7,67,18,69,2,67,46,66,54,68,31,66,99,65,67,64,55,63,75,65,31,64,26,65,5,66,24,67,43,67,16,66,96,65,93,65,91,65,88,64,61,8,14,6,59,6,9,7,6,7,4,8,9,6,63,8,1,7,58,7,6,87,8,25,7,2,5,93,10,92,11,96,14,2,14,77,17,66,19,81,18,2,17,17,1,13,98,16,92,16,37,17,8,21,17,15,48,13,64,13,3,14,61,13,77,14,59,13,92,15,31,15,29,11,96,14,45,14,42,12,88,11,62,13,11,9,31,7,16,5,99,6,1,5,53,5,66,6,53,4,34,4,11,4,25,4,49,6,1,7,51,3,96,2,4,2,32,4,87,4,28,6,18,6,5,5,88,5,98,5,88,4,71,7,95,8,1,5,6,5,58,5,13,57,39,59,2,57,72,57,61,58,52,59,39,60,29,58,7,59,13,59,39,59,46,58,59,60,17,63,32,60,61,59,13,57,19,56,31,53,89,52,54,53,73,54,98,55,22,55,3,54,25,54,98,53,5,52,44,56,89,59,56,58,7,55,99,56,43,57,39,56,83,54,16,57,19,58,7,57,33,56,87,58,71,60,7,58,66,62,29,64,95,65,81,66,16,67,49,67,25,66,48,64,65,64,31,64,33,66,9,63,41,61,55,65,61,65,38,64,15,61,41,61,2,61,27,60,8,61,65,62,28,63,46,63,99,61,64,60,65,62,57,62,2,61,29,,,
    10 Cáceres,60,94,61,61,61,65,60,19,60,79,61,39,62,3,60,76,60,51,58,38,59,97,59,62,59,48,60,65,59,33,60,14,59,25,62,58,62,27,61,93,61,68,62,96,61,81,60,19,61,64,62,78,61,9,60,37,61,37,61,59,60,34,59,93,61,11,60,68,60,6,59,75,60,96,62,75,63,5,60,26,58,85,60,67,59,52,59,68,59,56,62,1,62,8,62,74,63,53,62,76,61,53,63,1,62,43,62,4,60,42,60,63,61,42,61,34,61,19,61,24,60,35,62,83,61,97,61,51,61,82,62,83,61,19,61,36,60,73,61,58,61,35,61,58,18,6,14,55,16,12,17,18,18,75,16,17,19,13,20,1,21,24,22,67,21,45,22,4,20,12,18,72,23,6,24,23,22,13,25,96,24,37,25,68,24,38,24,14,26,65,28,63,29,77,32,67,31,44,33,82,30,78,31,68,32,75,29,83,24,92,21,1,19,76,19,84,19,7,19,8,20,11,20,74,15,45,14,97,17,19,18,32,12,12,9,5,7,2,10,19,10,1,6,79,6,59,7,41,7,42,7,93,7,9,7,84,9,52,9,51,8,77,8,46,8,29,10,69,11,1,11,74,13,41,12,59,12,44,14,62,13,63,11,81,12,51,11,98,49,61,52,65,51,72,49,84,49,39,51,46,50,17,48,54,47,66,45,15,47,1,46,48,47,51,49,3,45,65,45,57,46,13,46,34,47,9,46,3,46,65,47,76,45,34,42,96,43,29,42,27,41,89,39,96,42,48,42,8,40,57,42,5,45,88,47,88,48,19,47,89,49,33,50,33,50,37,47,76,49,76,51,59,49,29,48,75,52,34,56,12,57,72,56,35,57,17,58,5,57,47,58,34,57,8,57,45,55,65,55,87,55,57,55,5,55,82,56,6,55,35,56,11,55,15,54,28,53,53,54,91,53,58,52,39,52,45,54,31,53,68,54,2,
    11 Cádiz,62,64,3,62,57,61,51,62,36,62,13,63,12,60,94,62,63,99,64,51,65,76,66,14,65,75,66,18,65,6,65,17,64,92,64,68,64,64,64,26,65,22,65,32,65,38,63,78,66,31,64,36,64,4,65,85,66,44,65,32,64,7,66,5,66,86,66,37,65,15,64,89,67,2,66,48,66,83,66,73,68,53,68,32,68,21,68,16,69,13,69,36,68,42,68,35,68,31,69,2,67,48,66,79,68,81,67,8,68,14,70,11,68,69,68,64,68,2,67,85,67,83,67,21,66,33,65,37,65,38,66,73,66,36,66,92,66,94,66,78,66,8,18,18,19,45,18,45,22,37,23,12,20,51,23,37,27,24,26,89,24,47,26,35,28,86,28,12,27,47,29,88,32,42,33,69,35,3,34,34,39,51,40,3,40,28,39,89,40,93,36,84,34,18,37,8,38,68,36,1,35,2,33,4,33,59,33,24,29,43,30,39,30,63,29,65,27,41,28,2,28,91,25,24,24,42,24,67,25,77,20,99,16,43,16,38,15,35,13,92,10,6,9,49,10,8,10,93,10,15,13,77,13,65,15,14,94,15,87,15,44,16,21,18,67,16,54,18,73,20,45,13,34,17,38,19,13,19,6,19,95,18,4,20,32,50,73,51,8,51,2,47,75,47,94,49,38,48,37,44,34,45,32,48,33,47,51,46,78,47,54,47,69,46,4,43,97,43,22,42,42,47,39,1,38,54,38,95,39,27,38,62,40,28,43,65,40,49,39,49,42,14,43,17,43,73,42,55,44,39,47,18,46,2,45,2,45,65,48,65,47,85,47,51,49,89,51,79,51,47,50,63,53,85,57,77,58,57,91,58,83,61,44,62,47,60,2,59,49,61,82,58,46,58,84,59,59,58,43,57,74,57,52,56,85,55,17,56,9,53,9,52,1,56,66,55,13,53,67,54,17,53,58,54,74,53,22,,,,,,
